"game","show","date"
2596,4157,2002-10-01
2597,4158,2002-10-02
2598,4159,2002-10-03
2599,4160,2002-10-04
2600,4161,2002-10-07
2601,4541,2004-05-10
2602,4542,2004-05-11
2603,4543,2004-05-12
2604,4162,2002-10-08
2605,4163,2002-10-09
2606,4544,2004-05-13
2607,4164,2002-10-10
2608,4545,2004-05-14
2609,4165,2002-10-11
2610,4166,2002-10-14
2611,4167,2002-10-15
2612,4168,2002-10-16
2613,1193,1989-11-08
2614,4546,2004-05-17
2615,4196,2002-11-25
2616,4197,2002-11-26
2617,2946,1997-05-26
2618,4169,2002-10-17
2619,4170,2002-10-18
2620,4171,2002-10-21
2621,4172,2002-10-22
2622,1932,1993-01-19
2623,4173,2002-10-23
2624,4174,2002-10-24
2625,4175,2002-10-25
2626,4176,2002-10-28
2627,4177,2002-10-29
2628,4178,2002-10-30
2629,4179,2002-10-31
2630,4180,2002-11-01
2631,4181,2002-11-04
2632,4182,2002-11-05
2633,4183,2002-11-06
2634,4184,2002-11-07
2635,4185,2002-11-08
2636,4547,2004-05-18
2637,4548,2004-05-19
2638,4549,2004-05-20
2639,4550,2004-05-21
2640,4551,2004-05-24
2641,4552,2004-05-25
2642,4553,2004-05-26
2643,4554,2004-05-27
2644,4555,2004-05-28
2645,4556,2004-05-31
2646,4557,2004-06-01
2647,2512,1995-07-04
2648,2513,1995-07-05
2649,2514,1995-07-06
2650,4321,2003-05-19
2651,4322,2003-05-20
2652,4323,2003-05-21
2653,4324,2003-05-22
2654,1685,1991-12-20
2655,4325,2003-05-23
2656,4326,2003-05-26
2657,4327,2003-05-27
2658,4328,2003-05-28
2659,4329,2003-05-29
2660,4330,2003-05-30
2661,4331,2003-06-02
2662,4332,2003-06-03
2663,4333,2003-06-04
2664,4334,2003-06-05
2665,4335,2003-06-06
2666,4336,2003-06-09
2667,4337,2003-06-10
2668,4338,2003-06-11
2669,4339,2003-06-12
2670,4342,2003-06-17
2671,4343,2003-06-18
2672,5516,2008-09-08
2673,5517,2008-09-09
2674,5518,2008-09-10
2675,4571,2004-06-21
2676,5519,2008-09-11
2677,5520,2008-09-12
2678,4572,2004-06-22
2679,5521,2008-09-15
2680,5522,2008-09-16
2681,5523,2008-09-17
2682,4573,2004-06-23
2683,4574,2004-06-24
2684,4575,2004-06-25
2685,5525,2008-09-19
2686,5524,2008-09-18
2687,4576,2004-06-28
2688,5526,2008-09-22
2689,5527,2008-09-23
2690,5528,2008-09-24
2691,5530,2008-09-26
2692,5529,2008-09-25
2693,4577,2004-06-29
2694,4578,2004-06-30
2695,4579,2004-07-01
2696,4580,2004-07-02
2697,4581,2004-07-05
2698,5531,2008-09-29
2699,4582,2004-07-06
2700,4583,2004-07-07
2701,5532,2008-09-30
2702,5533,2008-10-01
2703,4584,2004-07-08
2704,4585,2004-07-09
2705,4586,2004-07-12
2706,5534,2008-10-02
2707,5535,2008-10-03
2708,2055,1993-07-09
2709,5536,2008-10-06
2710,5537,2008-10-07
2711,4345,2003-06-20
2712,4346,2003-06-23
2713,4347,2003-06-24
2714,4348,2003-06-25
2715,4349,2003-06-26
2716,4350,2003-06-27
2717,4351,2003-06-30
2718,4352,2003-07-01
2719,4353,2003-07-02
2720,5538,2008-10-08
2721,4587,2004-07-13
2722,4588,2004-07-14
2723,4589,2004-07-15
2724,5539,2008-10-09
2725,5540,2008-10-10
2726,2541,1995-09-25
2727,5541,2008-10-13
2728,5542,2008-10-14
2729,4591,2004-07-19
2730,4592,2004-07-20
2731,4593,2004-07-21
2732,4594,2004-07-22
2733,5543,2008-10-15
2734,5544,2008-10-16
2735,1639,1991-10-17
2736,5545,2008-10-17
2737,5546,2008-10-20
2738,4356,2003-07-07
2739,4357,2003-07-08
2740,4358,2003-07-09
2741,4359,2003-07-10
2742,4360,2003-07-11
2743,4361,2003-07-14
2744,4362,2003-07-15
2745,4363,2003-07-16
2746,4364,2003-07-17
2747,5547,2008-10-21
2748,5548,2008-10-22
2749,5549,2008-10-23
2750,5550,2008-10-24
2751,2543,1995-09-27
2752,5551,2008-10-27
2753,5552,2008-10-28
2754,5553,2008-10-29
2755,5554,2008-10-30
2756,5555,2008-10-31
2757,5556,2008-11-03
2758,5557,2008-11-04
2759,5558,2008-11-05
2760,5559,2008-11-06
2761,2762,1996-09-10
2762,5560,2008-11-07
2763,2785,1996-10-11
2764,4299,2003-04-17
2765,4300,2003-04-18
2766,4301,2003-04-21
2767,4302,2003-04-22
2768,4303,2003-04-23
2769,4304,2003-04-24
2770,4305,2003-04-25
2771,5561,2008-11-10
2772,5562,2008-11-11
2773,5563,2008-11-12
2774,5565,2008-11-14
2775,4281,2003-03-24
2776,4282,2003-03-25
2777,4283,2003-03-26
2778,4284,2003-03-27
2779,4285,2003-03-28
2780,4286,2003-03-31
2781,4287,2003-04-01
2782,4288,2003-04-02
2783,4289,2003-04-03
2784,4290,2003-04-04
2785,4291,2003-04-07
2786,4292,2003-04-08
2787,4293,2003-04-09
2788,5564,2008-11-13
2789,5566,2008-11-17
2790,5567,2008-11-18
2791,5568,2008-11-19
2793,5569,2008-11-20
2794,5571,2008-11-24
2795,5572,2008-11-25
2796,5573,2008-11-26
2797,4265,2003-02-28
2798,4266,2003-03-03
2799,4267,2003-03-04
2800,4268,2003-03-05
2801,4269,2003-03-06
2802,4270,2003-03-07
2803,4271,2003-03-10
2804,4272,2003-03-11
2805,4273,2003-03-12
2806,4274,2003-03-13
2807,4275,2003-03-14
2808,4276,2003-03-17
2809,4277,2003-03-18
2810,4278,2003-03-19
2811,5575,2008-11-28
2812,5574,2008-11-27
2813,475,1986-10-03
2814,5576,2008-12-01
2815,5577,2008-12-02
2816,5578,2008-12-03
2817,5580,2008-12-05
2818,5579,2008-12-04
2819,5581,2008-12-08
2820,5582,2008-12-09
2821,5583,2008-12-10
2822,5584,2008-12-11
2823,5585,2008-12-12
2824,5586,2008-12-15
2825,5587,2008-12-16
2826,5588,2008-12-17
2827,5589,2008-12-18
2828,4261,2003-02-24
2829,4262,2003-02-25
2830,4263,2003-02-26
2831,4264,2003-02-27
2832,5590,2008-12-19
2833,5591,2008-12-22
2834,5592,2008-12-23
2835,5593,2008-12-24
2836,5594,2008-12-25
2837,5595,2008-12-26
2838,4239,2003-01-23
2839,4240,2003-01-24
2840,4241,2003-01-27
2841,4242,2003-01-28
2842,4243,2003-01-29
2843,4244,2003-01-30
2844,4245,2003-01-31
2845,4256,2003-02-17
2846,4257,2003-02-18
2847,4258,2003-02-19
2848,4259,2003-02-20
2849,4260,2003-02-21
2850,5596,2008-12-29
2851,5597,2008-12-30
2852,5598,2008-12-31
2853,5599,2009-01-01
2854,5600,2009-01-02
2855,5601,2009-01-05
2856,5602,2009-01-06
2857,5603,2009-01-07
2858,5604,2009-01-08
2859,5605,2009-01-09
2860,4232,2003-01-14
2861,4233,2003-01-15
2862,4234,2003-01-16
2863,4235,2003-01-17
2864,4236,2003-01-20
2865,4237,2003-01-21
2866,4238,2003-01-22
2867,786,1988-01-25
2868,5606,2009-01-12
2869,5607,2009-01-13
2870,2806,1996-11-11
2871,5608,2009-01-14
2872,5609,2009-01-15
2873,5610,2009-01-16
2874,5611,2009-01-19
2875,4209,2002-12-12
2876,4210,2002-12-13
2877,4211,2002-12-16
2878,4212,2002-12-17
2879,4213,2002-12-18
2880,4214,2002-12-19
2881,4215,2002-12-20
2882,5612,2009-01-20
2883,5613,2009-01-21
2884,5615,2009-01-23
2885,5614,2009-01-22
2886,5616,2009-01-26
2887,5617,2009-01-27
2888,4216,2002-12-23
2889,4217,2002-12-24
2890,4218,2002-12-25
2891,5618,2009-01-28
2892,5619,2009-01-29
2893,4219,2002-12-26
2894,4220,2002-12-27
2895,4221,2002-12-30
2896,5620,2009-01-30
2897,5621,2009-02-02
2898,5622,2009-02-03
2899,4222,2002-12-31
2900,4223,2003-01-01
2901,4224,2003-01-02
2902,4225,2003-01-03
2903,4231,2003-01-13
2904,5623,2009-02-04
2905,5624,2009-02-05
2906,5625,2009-02-06
2907,4471,2004-02-02
2908,5626,2009-02-09
2909,5627,2009-02-10
2910,4204,2002-12-05
2911,4205,2002-12-06
2912,4206,2002-12-09
2913,4207,2002-12-10
2914,4208,2002-12-11
2915,5628,2009-02-11
2916,5629,2009-02-12
2917,5630,2009-02-13
2918,4246,2003-02-03
2919,4247,2003-02-04
2920,4248,2003-02-05
2921,4249,2003-02-06
2922,4250,2003-02-07
2923,4251,2003-02-10
2924,4252,2003-02-11
2925,4253,2003-02-12
2926,4254,2003-02-13
2928,5631,2009-02-16
2929,5632,2009-02-17
2930,5633,2009-02-18
2931,5634,2009-02-19
2932,5635,2009-02-20
2933,464,1986-09-18
2934,5636,2009-02-23
2935,5637,2009-02-24
2936,5638,2009-02-25
2937,5639,2009-02-26
2938,5640,2009-02-27
2939,5641,2009-03-02
2940,5642,2009-03-03
2941,4186,2002-11-11
2942,4187,2002-11-12
2943,4188,2002-11-13
2944,4189,2002-11-14
2945,4190,2002-11-15
2946,4191,2002-11-18
2947,4192,2002-11-19
2948,4193,2002-11-20
2949,4194,2002-11-21
2951,5643,2009-03-04
2952,5644,2009-03-05
2953,5645,2009-03-06
2954,5646,2009-03-09
2955,5648,2009-03-11
2956,5647,2009-03-10
2957,5649,2009-03-12
2958,5650,2009-03-13
2959,5651,2009-03-16
2960,5652,2009-03-17
2961,5653,2009-03-18
2962,5654,2009-03-19
2963,5655,2009-03-20
2964,1862,1992-10-13
2965,5656,2009-03-23
2967,5658,2009-03-25
2968,5660,2009-03-27
2969,5659,2009-03-26
2970,5661,2009-03-30
2971,5662,2009-03-31
2972,5663,2009-04-01
2973,5664,2009-04-02
2974,5665,2009-04-03
2975,5666,2009-04-06
2976,5667,2009-04-07
2977,5668,2009-04-08
2978,5669,2009-04-09
2979,5670,2009-04-10
2980,5671,2009-04-13
2981,5672,2009-04-14
2982,5673,2009-04-15
2983,5674,2009-04-16
2984,5675,2009-04-17
2985,5676,2009-04-20
2986,5677,2009-04-21
2987,5678,2009-04-22
2988,5679,2009-04-23
2989,5680,2009-04-24
2990,5681,2009-04-27
2991,5682,2009-04-28
2992,5683,2009-04-29
2993,5684,2009-04-30
2994,5685,2009-05-01
2995,3427,1999-06-29
2996,3428,1999-06-30
2997,3429,1999-07-01
2998,3430,1999-07-02
2999,5686,2009-05-04
3000,5687,2009-05-05
3001,5688,2009-05-06
3002,5689,2009-05-07
3003,5690,2009-05-08
3004,5691,2009-05-11
3005,5692,2009-05-12
3006,5693,2009-05-13
3007,5694,2009-05-14
3009,2807,1996-11-12
3010,2808,1996-11-13
3011,2809,1996-11-14
3012,5696,2009-05-18
3013,2810,1996-11-15
3014,5697,2009-05-19
3015,4393,2003-10-15
3016,5698,2009-05-20
3017,5700,2009-05-22
3018,5699,2009-05-21
3019,5701,2009-05-25
3020,2926,1997-04-28
3021,5702,2009-05-26
3022,2927,1997-04-29
3023,2928,1997-04-30
3024,5703,2009-05-27
3025,2929,1997-05-01
3026,2930,1997-05-02
3027,5705,2009-05-29
3028,5704,2009-05-28
3029,3396,1999-05-17
3030,5706,2009-06-01
3031,3397,1999-05-18
3032,3398,1999-05-19
3033,5707,2009-06-02
3034,3399,1999-05-20
3035,3400,1999-05-21
3036,5708,2009-06-03
3037,3371,1999-04-12
3038,5710,2009-06-05
3039,5709,2009-06-04
3040,5711,2009-06-08
3041,3366,1999-04-05
3042,3361,1999-03-29
3043,5712,2009-06-09
3044,5713,2009-06-10
3045,3356,1999-03-22
3046,5714,2009-06-11
3047,838,1988-04-06
3048,5715,2009-06-12
3049,3786,2001-02-05
3050,2251,1994-05-23
3051,306,1985-11-11
3052,3787,2001-02-06
3053,307,1985-11-12
3054,5716,2009-06-15
3055,662,1987-06-23
3056,3788,2001-02-07
3057,5717,2009-06-16
3058,3789,2001-02-08
3059,5718,2009-06-17
3060,308,1985-11-13
3061,309,1985-11-14
3062,310,1985-11-15
3063,5720,2009-06-19
3064,4226,2003-01-06
3065,311,1985-11-18
3066,4229,2003-01-09
3067,312,1985-11-19
3068,5721,2009-06-22
3069,313,1985-11-20
3070,5719,2009-06-18
3071,5722,2009-06-23
3072,5723,2009-06-24
3073,4146,2002-09-16
3074,4147,2002-09-17
3075,4149,2002-09-19
3076,5725,2009-06-26
3077,5724,2009-06-25
3078,5726,2009-06-29
3079,5727,2009-06-30
3080,5728,2009-07-01
3082,5729,2009-07-02
3083,5730,2009-07-03
3084,4457,2004-01-13
3085,5731,2009-07-06
3086,5732,2009-07-07
3087,5733,2009-07-08
3088,4306,2003-04-28
3089,4307,2003-04-29
3090,5734,2009-07-09
3091,4308,2003-04-30
3092,4310,2003-05-02
3093,5735,2009-07-10
3094,2236,1994-05-02
3095,5736,2009-07-13
3096,5737,2009-07-14
3097,3696,2000-10-02
3098,5738,2009-07-15
3099,3698,2000-10-04
3100,5739,2009-07-16
3101,3699,2000-10-05
3102,5740,2009-07-17
3103,3700,2000-10-06
3104,5741,2009-07-20
3105,3757,2000-12-26
3106,5742,2009-07-21
3107,3756,2000-12-25
3108,5743,2009-07-22
3109,5744,2009-07-23
3110,5745,2009-07-24
3111,3758,2000-12-27
3112,3759,2000-12-28
3113,3760,2000-12-29
3114,3185,1998-06-05
3115,4519,2004-04-08
3116,3090,1998-01-23
3117,606,1987-04-06
3118,607,1987-04-07
3119,4398,2003-10-22
3120,2631,1996-01-29
3121,4399,2003-10-23
3122,4394,2003-10-16
3123,4395,2003-10-17
3124,4411,2003-11-10
3125,4417,2003-11-18
3126,4396,2003-10-20
3127,4397,2003-10-21
3128,4388,2003-10-08
3129,4389,2003-10-09
3130,4390,2003-10-10
3131,4391,2003-10-13
3132,4392,2003-10-14
3133,4451,2004-01-05
3134,4452,2004-01-06
3135,5746,2009-09-14
3136,4453,2004-01-07
3137,5747,2009-09-15
3138,4454,2004-01-08
3139,5748,2009-09-16
3140,4455,2004-01-09
3141,5749,2009-09-17
3142,4456,2004-01-12
3143,5750,2009-09-18
3144,4458,2004-01-14
3145,5751,2009-09-21
3146,5752,2009-09-22
3147,4514,2004-04-01
3148,5753,2009-09-23
3149,4515,2004-04-02
3150,5754,2009-09-24
3151,5755,2009-09-25
3152,5756,2009-09-28
3153,5757,2009-09-29
3154,4516,2004-04-05
3155,5758,2009-09-30
3156,4517,2004-04-06
3157,4518,2004-04-07
3158,5759,2009-10-01
3159,5760,2009-10-02
3160,4520,2004-04-09
3161,5761,2009-10-05
3162,4521,2004-04-12
3163,4522,2004-04-13
3164,5762,2009-10-06
3165,5763,2009-10-07
3166,4523,2004-04-14
3167,4524,2004-04-15
3168,5764,2009-10-08
3169,5765,2009-10-09
3170,4525,2004-04-16
3171,5766,2009-10-12
3172,4526,2004-04-19
3173,5767,2009-10-13
3174,4527,2004-04-20
3175,4528,2004-04-21
3176,5768,2009-10-14
3177,4529,2004-04-22
3178,5769,2009-10-15
3179,5770,2009-10-16
3180,4530,2004-04-23
3181,5771,2009-10-19
3182,4531,2004-04-26
3183,4532,2004-04-27
3184,5772,2009-10-20
3185,5773,2009-10-21
3186,4533,2004-04-28
3187,4534,2004-04-29
3188,4535,2004-04-30
3189,5774,2009-10-22
3190,5775,2009-10-23
3191,4536,2004-05-03
3192,4537,2004-05-04
3193,5776,2009-10-26
3194,5777,2009-10-27
3195,5778,2009-10-28
3196,5779,2009-10-29
3197,5780,2009-10-30
3198,5781,2009-11-02
3199,4459,2004-01-15
3200,5782,2009-11-03
3201,5783,2009-11-04
3202,4460,2004-01-16
3203,5784,2009-11-05
3204,5785,2009-11-06
3205,4461,2004-01-19
3206,5786,2009-11-09
3207,4462,2004-01-20
3208,4463,2004-01-21
3209,5787,2009-11-10
3210,5788,2009-11-11
3211,4464,2004-01-22
3212,5789,2009-11-12
3214,4465,2004-01-23
3215,5791,2009-11-16
3216,4466,2004-01-26
3217,5792,2009-11-17
3218,4467,2004-01-27
3219,5793,2009-11-18
3220,4468,2004-01-28
3221,4469,2004-01-29
3222,5794,2009-11-19
3223,5795,2009-11-20
3224,5796,2009-11-23
3225,4470,2004-01-30
3226,5797,2009-11-24
3227,5798,2009-11-25
3228,5799,2009-11-26
3229,5800,2009-11-27
3230,4472,2004-02-03
3231,5801,2009-11-30
3232,5802,2009-12-01
3233,4473,2004-02-04
3234,5803,2009-12-02
3235,5804,2009-12-03
3236,4474,2004-02-05
3237,5805,2009-12-04
3238,4475,2004-02-06
3239,5806,2009-12-07
3240,5807,2009-12-08
3241,4486,2004-02-23
3242,5808,2009-12-09
3243,4487,2004-02-24
3244,5809,2009-12-10
3245,4488,2004-02-25
3246,5810,2009-12-11
3247,4489,2004-02-26
3248,4490,2004-02-27
3249,5813,2009-12-16
3250,5814,2009-12-17
3251,4491,2004-03-01
3252,5815,2009-12-18
3253,5811,2009-12-14
3254,5812,2009-12-15
3255,5816,2009-12-21
3256,5817,2009-12-22
3257,5819,2009-12-24
3258,5818,2009-12-23
3259,5820,2009-12-25
3260,4492,2004-03-02
3261,5821,2009-12-28
3262,4493,2004-03-03
3263,5822,2009-12-29
3264,5823,2009-12-30
3265,5824,2009-12-31
3266,5825,2010-01-01
3267,4494,2004-03-04
3268,5826,2010-01-04
3269,5827,2010-01-05
3270,4495,2004-03-05
3271,5828,2010-01-06
3272,4496,2004-03-08
3273,5829,2010-01-07
3274,5830,2010-01-08
3275,5831,2010-01-11
3276,4497,2004-03-09
3277,5832,2010-01-12
3278,4498,2004-03-10
3279,5833,2010-01-13
3280,5834,2010-01-14
3281,4499,2004-03-11
3282,5835,2010-01-15
3283,5836,2010-01-18
3284,4500,2004-03-12
3285,5837,2010-01-19
3286,4501,2004-03-15
3287,5838,2010-01-20
3288,5839,2010-01-21
3289,4502,2004-03-16
3290,5840,2010-01-22
3291,5841,2010-01-25
3292,4503,2004-03-17
3293,5842,2010-01-26
3294,4504,2004-03-18
3295,5843,2010-01-27
3296,5844,2010-01-28
3297,4505,2004-03-19
3298,5845,2010-01-29
3299,4506,2004-03-22
3300,5846,2010-02-01
3301,5847,2010-02-02
3302,4507,2004-03-23
3303,5848,2010-02-03
3304,4508,2004-03-24
3305,5849,2010-02-04
3306,5850,2010-02-05
3307,5851,2010-02-08
3308,4509,2004-03-25
3309,5852,2010-02-09
3310,4510,2004-03-26
3311,5853,2010-02-10
3312,5854,2010-02-11
3313,4511,2004-03-29
3315,4512,2004-03-30
3316,4513,2004-03-31
3317,5856,2010-02-15
3318,5857,2010-02-16
3319,5858,2010-02-17
3320,4367,2003-09-09
3321,5859,2010-02-18
3322,5860,2010-02-19
3323,5861,2010-02-22
3324,4368,2003-09-10
3325,5862,2010-02-23
3326,4369,2003-09-11
3327,5863,2010-02-24
3328,5864,2010-02-25
3329,5865,2010-02-26
3330,1873,1992-10-28
3331,5866,2010-03-01
3332,5867,2010-03-02
3333,5868,2010-03-03
3334,5869,2010-03-04
3335,5870,2010-03-05
3336,1874,1992-10-29
3337,5871,2010-03-08
3338,5872,2010-03-09
3339,5873,2010-03-10
3340,5874,2010-03-11
3341,5875,2010-03-12
3342,4380,2003-09-26
3343,5876,2010-03-15
3344,5877,2010-03-16
3345,5878,2010-03-17
3346,5879,2010-03-18
3347,5880,2010-03-19
3348,5881,2010-03-22
3349,5882,2010-03-23
3350,5883,2010-03-24
3351,5884,2010-03-25
3352,5885,2010-03-26
3353,5886,2010-03-29
3354,5887,2010-03-30
3355,5888,2010-03-31
3356,5889,2010-04-01
3357,5890,2010-04-02
3358,5891,2010-04-05
3359,5892,2010-04-06
3360,5893,2010-04-07
3361,5894,2010-04-08
3362,5895,2010-04-09
3363,5896,2010-04-12
3364,5897,2010-04-13
3365,5898,2010-04-14
3366,5899,2010-04-15
3367,5900,2010-04-16
3368,5901,2010-04-19
3369,5902,2010-04-20
3370,5903,2010-04-21
3371,5904,2010-04-22
3372,5905,2010-04-23
3373,1984,1993-04-01
3374,1985,1993-04-02
3375,5906,2010-04-26
3376,5907,2010-04-27
3377,449,1986-05-29
3378,5908,2010-04-28
3379,5909,2010-04-29
3380,5910,2010-04-30
3381,5911,2010-05-03
3382,1983,1993-03-31
3383,5912,2010-05-04
3384,5914,2010-05-06
3385,5913,2010-05-05
3387,5916,2010-05-10
3388,5917,2010-05-11
3389,5918,2010-05-12
3390,5919,2010-05-13
3391,5920,2010-05-14
3392,5921,2010-05-17
3393,5922,2010-05-18
3394,5923,2010-05-19
3395,5924,2010-05-20
3397,5926,2010-05-24
3398,5927,2010-05-25
3399,5928,2010-05-26
3400,5929,2010-05-27
3401,5930,2010-05-28
3402,5931,2010-05-31
3403,5932,2010-06-01
3404,5933,2010-06-02
3405,5934,2010-06-03
3406,5935,2010-06-04
3407,5936,2010-06-07
3408,5937,2010-06-08
3409,839,1988-04-07
3410,5938,2010-06-09
3411,5939,2010-06-10
3412,5940,2010-06-11
3413,5941,2010-06-14
3414,5942,2010-06-15
3415,5943,2010-06-16
3416,5944,2010-06-17
3417,5945,2010-06-18
3418,5946,2010-06-21
3419,5947,2010-06-22
3420,5948,2010-06-23
3421,5949,2010-06-24
3422,5950,2010-06-25
3423,5951,2010-06-28
3424,5952,2010-06-29
3425,5953,2010-06-30
3426,5954,2010-07-01
3427,5955,2010-07-02
3428,5956,2010-07-05
3429,2758,1996-09-04
3430,5957,2010-07-06
3431,5958,2010-07-07
3432,5959,2010-07-08
3433,5960,2010-07-09
3434,5961,2010-07-12
3435,5962,2010-07-13
3436,538,1986-12-31
3437,5963,2010-07-14
3438,5964,2010-07-15
3439,5965,2010-07-16
3440,5966,2010-07-19
3441,5967,2010-07-20
3442,5968,2010-07-21
3443,5969,2010-07-22
3444,5970,2010-07-23
3445,5971,2010-07-26
3446,5972,2010-07-27
3447,5974,2010-07-29
3448,5975,2010-07-30
3449,5973,2010-07-28
3450,897,1988-06-28
3451,902,1988-07-05
3452,1376,1990-09-03
3453,2341,1994-11-07
3454,484,1986-10-16
3455,663,1987-06-24
3456,2595,1995-12-08
3457,2378,1994-12-28
3458,5976,2010-09-13
3459,5977,2010-09-14
3460,5978,2010-09-15
3461,5979,2010-09-16
3462,5980,2010-09-17
3463,5981,2010-09-20
3464,5982,2010-09-21
3465,5983,2010-09-22
3466,5985,2010-09-24
3467,5984,2010-09-23
3468,5986,2010-09-27
3469,5987,2010-09-28
3470,5988,2010-09-29
3471,5989,2010-09-30
3472,5990,2010-10-01
3473,5991,2010-10-04
3474,5992,2010-10-05
3475,5993,2010-10-06
3476,5994,2010-10-07
3477,5995,2010-10-08
3478,5996,2010-10-11
3479,5997,2010-10-12
3480,5998,2010-10-13
3481,5999,2010-10-14
3482,6000,2010-10-15
3483,6001,2010-10-18
3484,6002,2010-10-19
3485,6003,2010-10-20
3486,6004,2010-10-21
3487,6005,2010-10-22
3488,6006,2010-10-25
3489,6007,2010-10-26
3490,6008,2010-10-27
3491,6009,2010-10-28
3492,6010,2010-10-29
3493,6011,2010-11-01
3494,6012,2010-11-02
3495,6013,2010-11-03
3496,6015,2010-11-05
3497,6014,2010-11-04
3498,6016,2010-11-08
3499,6017,2010-11-09
3500,6018,2010-11-10
3501,482,1986-10-14
3502,6019,2010-11-11
3503,6020,2010-11-12
3504,6021,2010-11-15
3505,6022,2010-11-16
3506,6024,2010-11-18
3507,6023,2010-11-17
3509,2821,1996-12-02
3510,6026,2010-11-22
3511,6027,2010-11-23
3512,3012,1997-10-07
3513,6028,2010-11-24
3514,3013,1997-10-08
3515,6030,2010-11-26
3516,6029,2010-11-25
3517,6031,2010-11-29
3518,6032,2010-11-30
3519,6033,2010-12-01
3520,6034,2010-12-02
3521,6035,2010-12-03
3522,6036,2010-12-06
3523,6037,2010-12-07
3524,6038,2010-12-08
3525,6039,2010-12-09
3526,6040,2010-12-10
3527,6041,2010-12-13
3528,6042,2010-12-14
3529,6043,2010-12-15
3530,6044,2010-12-16
3531,6045,2010-12-17
3532,6046,2010-12-20
3533,6047,2010-12-21
3534,6048,2010-12-22
3535,6049,2010-12-23
3536,6050,2010-12-24
3537,6051,2010-12-27
3538,6052,2010-12-28
3539,6055,2010-12-31
3540,6053,2010-12-29
3541,6054,2010-12-30
3542,6056,2011-01-03
3543,6057,2011-01-04
3544,6058,2011-01-05
3545,6060,2011-01-07
3546,6059,2011-01-06
3547,6062,2011-01-11
3548,6061,2011-01-10
3549,6063,2011-01-12
3550,6065,2011-01-14
3551,6064,2011-01-13
3552,2757,1996-09-03
3553,6066,2011-01-17
3554,6067,2011-01-18
3555,6068,2011-01-19
3556,6069,2011-01-20
3557,6070,2011-01-21
3558,6071,2011-01-24
3559,6072,2011-01-25
3560,6073,2011-01-26
3561,6075,2011-01-28
3562,6074,2011-01-27
3563,6076,2011-01-31
3564,6077,2011-02-01
3565,6078,2011-02-02
3566,6080,2011-02-04
3567,6079,2011-02-03
3568,528,1986-12-17
3569,6081,2011-02-07
3570,6082,2011-02-08
3571,6083,2011-02-09
3572,6084,2011-02-10
3573,1002,1989-01-03
3574,6085,2011-02-11
3578,6089,2011-02-17
3579,6090,2011-02-18
3580,6091,2011-02-21
3581,6092,2011-02-22
3582,6093,2011-02-23
3583,6094,2011-02-24
3584,6095,2011-02-25
3585,958,1988-11-02
3586,6096,2011-02-28
3587,6097,2011-03-01
3589,6100,2011-03-04
3590,6099,2011-03-03
3591,6102,2011-03-08
3592,6101,2011-03-07
3593,6103,2011-03-09
3594,6104,2011-03-10
3595,2039,1993-06-17
3596,6105,2011-03-11
3597,6106,2011-03-14
3598,6107,2011-03-15
3599,6108,2011-03-16
3600,6109,2011-03-17
3601,4370,2003-09-12
3602,6110,2011-03-18
3603,1214,1989-12-07
3604,6111,2011-03-21
3605,6112,2011-03-22
3606,6113,2011-03-23
3607,6114,2011-03-24
3608,6115,2011-03-25
3609,6116,2011-03-28
3610,6117,2011-03-29
3611,6118,2011-03-30
3612,6120,2011-04-01
3613,6119,2011-03-31
3614,6121,2011-04-04
3615,6122,2011-04-05
3616,6123,2011-04-06
3617,6124,2011-04-07
3618,6125,2011-04-08
3619,6126,2011-04-11
3620,6127,2011-04-12
3621,6128,2011-04-13
3622,6129,2011-04-14
3623,6130,2011-04-15
3624,6131,2011-04-18
3625,2143,1993-12-22
3626,6132,2011-04-19
3627,6133,2011-04-20
3628,6134,2011-04-21
3629,6135,2011-04-22
3630,6136,2011-04-25
3631,6137,2011-04-26
3632,6138,2011-04-27
3633,6140,2011-04-29
3634,6139,2011-04-28
3635,6141,2011-05-02
3636,6142,2011-05-03
3637,6143,2011-05-04
3638,6145,2011-05-06
3639,6144,2011-05-05
3640,6146,2011-05-09
3641,6147,2011-05-10
3642,6148,2011-05-11
3643,6149,2011-05-12
3645,6151,2011-05-16
3646,6152,2011-05-17
3647,6153,2011-05-18
3648,6154,2011-05-19
3649,6155,2011-05-20
3650,6156,2011-05-23
3651,6157,2011-05-24
3652,6158,2011-05-25
3653,6160,2011-05-27
3654,6159,2011-05-26
3655,6161,2011-05-30
3656,6162,2011-05-31
3657,6163,2011-06-01
3658,6164,2011-06-02
3659,6165,2011-06-03
3660,6166,2011-06-06
3661,6167,2011-06-07
3662,6168,2011-06-08
3663,6169,2011-06-09
3664,6170,2011-06-10
3665,501,1986-11-10
3666,503,1986-11-12
3667,6172,2011-06-14
3668,6171,2011-06-13
3669,6173,2011-06-15
3670,504,1986-11-13
3671,505,1986-11-14
3672,6174,2011-06-16
3673,6175,2011-06-17
3674,506,1986-11-17
3675,6176,2011-06-20
3676,507,1986-11-18
3677,6177,2011-06-21
3678,6178,2011-06-22
3679,1655,1991-11-08
3680,1656,1991-11-11
3681,1657,1991-11-12
3682,6180,2011-06-24
3683,1658,1991-11-13
3684,6179,2011-06-23
3685,6181,2011-06-27
3686,6182,2011-06-28
3687,6183,2011-06-29
3688,6184,2011-06-30
3689,6185,2011-07-01
