id,value,clue,response,link,round,category,comment,date,game_comments,player1_name,player1_bio,player2_name,player2_bio,player3_name,player3_bio
clue_J_3_3,600,"The U.S. flag code says Old Glory ""shall be flown at"" this rhyming term upon the death of an important person",half-staff,NA,J,FLAG TALK,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_4_3,600,"Keeping things simple, New Zealand singer-songwriter Ella Marija Lani Yelich-O'Connor works under this name",Lorde,NA,J,2 MIDDLE NAMES,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_5_3,600,"When Carl Scheele discovered this element found in salt, he called it ""dephlogisticated muriatic acid""",chlorine,NA,J,SCIENTIFIC DISCOVERIES,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_6_3,600,Showing great insight & to cause to become perplexed,profound & confound,NA,J,PROS & CONS,"(Ken: Each correct response in this category will be two words--one starting with ""pro"", the other very similar, but starting with ""con"".)",2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_1_4,800,"Atchafalaya NHA stretches over 14 of these, Louisiana's equivalent of counties",parishes,NA,J,NATIONAL HERITAGE AREAS,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_2_4,800,"It was the great decade for film noir, including classics like ""Laura"" & ""Double Indemnity""",the 1940s,NA,J,TYPES OF MOVIES,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_3_4,800,This male first name is used for a flag flown on a short pole at the bow of a ship,jack,NA,J,FLAG TALK,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_4_4,800,This Labour prime minister of the 1990s & 2000s has both Charles & Lynton as middle names,Tony Blair,NA,J,2 MIDDLE NAMES,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_5_4,800,Alfred Nobel made the dynamite discovery that this volatile liquid can be made safer if mixed with a certain type of dirt,nitroglycerin,NA,J,SCIENTIFIC DISCOVERIES,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_6_4,800,Advancement by a society & an assembly of representatives,progress & congress,NA,J,PROS & CONS,"(Ken: Each correct response in this category will be two words--one starting with ""pro"", the other very similar, but starting with ""con"".)",2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_1_5,NA,"The NHA website for this region of the Mississippi River describes it as ""the land where the blues began""",the Mississippi Delta,NA,J,NATIONAL HERITAGE AREAS,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_2_5,1000,"French name for a documentary style with handheld camera work & candid, authentic subject matter",cinéma vérité,NA,J,TYPES OF MOVIES,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_3_5,1000,"The upper rectangle on a flag is called this, also the name of an Ohio city; seen here is the one on Malaysia's flag",the canton,http://www.j-archive.com/media/2021-01-13_J_20.jpg,J,FLAG TALK,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_4_5,1000,"Edward Burghardt were the middle names of this author & civil rights activist--the opening ""W."" was for William",W.E.B. Du Bois,NA,J,2 MIDDLE NAMES,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_5_5,1000,"Before he discovered penicillin, this British scientist discovered lysozyme after his runny nose infected a Petri dish",Fleming,NA,J,SCIENTIFIC DISCOVERIES,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_6_5,1000,An act of incitement & a gathering of clergy,a provocation & a convocation,NA,J,PROS & CONS,"(Ken: Each correct response in this category will be two words--one starting with ""pro"", the other very similar, but starting with ""con"".)",2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_1_1,400,"In 1905 Russian choreographer Michel Fokine created ""The Dying"" this bird for Anna Pavlova",swan,NA,DJ,CHOREOGRAPHERS,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_2_1,400,"The Alaska Purchase was known as this Secretary of State's ""Folly"", but the deal wasn't popular in Russia, either",Seward,NA,DJ,POSSESSIVE HISTORY,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_3_1,400,This Model S car company wouldn't be possible without the inventions of the electrical engineer for whom it is named,Tesla,NA,DJ,COMPANY NAME ORIGINS,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_4_1,400,"This Laura Hillenbrand nonfiction bestseller about a racehorse is subtitled ""An American Legend""",Seabiscuit,NA,DJ,BOOK 'EM,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_5_1,400,"""Walked like a woman and talked like a man""",Lola,NA,DJ,LYRICAL C.V.,(Ken: We'll give you the lyrics of a song; you'll have to name the title figure.),2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_6_1,400,"Ice cream with chocolate, marshmallows & nuts that's a journey, perhaps along Route 66",a Rocky Road trip,NA,DJ,BEFORE & AFTER,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_1_2,800,"This choreographer of ""La La Land"" & ""So You Think You Can Dance"" has the same name as a ""This Is Us"" actress",Mandy Moore,NA,DJ,CHOREOGRAPHERS,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_2_2,800,"December 1839 saw many of these catastrophes in New England, including the loss of the schooner Favorite on Norman's Woe",shipwrecks,NA,DJ,POSSESSIVE HISTORY,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_3_2,800,"Prada is named for Mario Prada, who founded the brand in 1913 in this Italian city of fashion",Milan,NA,DJ,COMPANY NAME ORIGINS,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_4_2,800,"In his memoir ""Let Love Rule"", this singer-songwriter talks about his career, upbringing, mom Roxie Roker & ex Lisa Bonet",Lenny Kravitz,NA,DJ,BOOK 'EM,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_5_2,800,"""Not my lover"", ""just a girl who claims that I am the one""",Billie Jean,NA,DJ,LYRICAL C.V.,(Ken: We'll give you the lyrics of a song; you'll have to name the title figure.),2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_6_2,800,Ordinal synonym for E.S.P. that's also a healthy ability to appreciate a joke,sixth sense of humor,NA,DJ,BEFORE & AFTER,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_1_3,1200,"Choreographer Savion Glover created the HooFeRzCLub School for this type of dancing, his specialty",tap,NA,DJ,CHOREOGRAPHERS,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_2_3,1200,"What's called this monument stands on Breed's Hill, the actual site of the first major battle of the American Revolution",the Bunker Hill Monument,NA,DJ,POSSESSIVE HISTORY,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_3_3,NA,"This 70 proof German herbal liqueur company's name comes from the German for ""hunt master""",Jägermeister,NA,DJ,COMPANY NAME ORIGINS,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_4_3,1200,"Terry Pratchett wrote 41 novels about this flat, circular place, set upon the back of 4 elephants upon a giant turtle",Discworld,NA,DJ,BOOK 'EM,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_5_3,1200,"""Badder than old King Kong, meaner than a junkyard dog""",Leroy Brown,NA,DJ,LYRICAL C.V.,(Ken: We'll give you the lyrics of a song; you'll have to name the title figure.),2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_6_3,1200,Harry Potter novel involving Arizona's NBA squad,Order of the Phoenix Suns,NA,DJ,BEFORE & AFTER,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_1_4,NA,"Though he didn't win for ""Chicago"" in 1976, this man has the record for most Tony Awards for choreography",Bob Fosse,NA,DJ,CHOREOGRAPHERS,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_2_4,1600,"Nine Men's Misery was an incident in the 17th century conflict called this Wampanoag chief or ""King""'s war",King Philip,NA,DJ,POSSESSIVE HISTORY,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_3_4,1600,"Lancosme, this type of French dwelling, inspired the name of Armand Petitjean's cosmetic company Lancôme",a château,http://www.j-archive.com/media/2021-01-13_DJ_24.jpg,DJ,COMPANY NAME ORIGINS,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_4_4,1600,"""Redhead By the Side of the Road"" is a 2020 novel by this author of ""The Accidental Tourist""",(Anne) Tyler,NA,DJ,BOOK 'EM,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_5_4,1600,"""Born a pauper to a pawn on a Christmas Day, when the New York Times said God is dead""",Levon,NA,DJ,LYRICAL C.V.,(Ken: We'll give you the lyrics of a song; you'll have to name the title figure.),2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_6_4,1600,"Folk trio behind ""Puff The Magic Dragon"" who worked with Lou Grant & Ted Baxter on TV","Peter, Paul & Mary Tyler Moore",NA,DJ,BEFORE & AFTER,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_1_5,2000,This modern dance master choreographed 181 works in her illustrious career,Martha Graham,http://www.j-archive.com/media/2021-01-13_DJ_30a.jpg,DJ,CHOREOGRAPHERS,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_2_5,2000,"This Roman emperor's 125-foot column, built after he conquered Dacia, stands in the forum that also bears his name",Trajan,NA,DJ,POSSESSIVE HISTORY,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_3_5,2000,"Here's the enviable headquarters of this 3D graphics chip company that put ""nv"" in its name to mean ""next version""",Nvidia,http://www.j-archive.com/media/2021-01-13_DJ_25.jpg,DJ,COMPANY NAME ORIGINS,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_4_5,2000,Norman Mailer was just 25 when he published this classic novel of World War II,The Naked and the Dead,NA,DJ,BOOK 'EM,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_5_5,2000,"""Spoke in class today""",Jeremy,NA,DJ,LYRICAL C.V.,(Ken: We'll give you the lyrics of a song; you'll have to name the title figure.),2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_6_5,2000,Office supply item made by Alliance that was a World War II TV miniseries about the U.S. Army's Easy Company,rubber band of Brothers,NA,DJ,BEFORE & AFTER,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
NA,NA,The Oyapock River forms part of Brazil's 400-mile border with the territory of this European country,France,NA,FJ,WORLD GEOGRAPHY,,2021-01-13,,Cameron Whiteside,a real estate agent from Mesa,Josiah Jenkins,a risk management professional originally from Rugby,Lucy Ricketts,an illustrator originally from Atlanta
NA,NA,NA,NA,NA,NA,NA,NA,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_2_1,200,"In 1932 & '33 Stalin decimated Ukraine by exporting most of its grain, bringing on the Holodomor, or ""Great"" this",Famine,NA,J,HISTORICALLY BAD,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_3_1,200,So... great party... I guess I'm not great at this tiny term for chitchat,small talk,NA,J,WEE-POURRI,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_4_1,200,In 2020 this video conferencing service founded in 2011 became the USA's No. 1 app,Zoom,NA,J,COMMUNICATION,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_5_1,200,"This scary book mostly takes place in Derry, Maine",It,NA,J,2-LETTER LIT,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_6_1,200,"In 2014 Kenya's Dennis Kimetto ran one of these in 2 hours, 2 minutes & 57 seconds",a marathon,NA,J,THE BEST OF TIMES,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
NA,NA,NA,NA,NA,NA,NA,NA,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_2_2,400,"During the French Revolution, thousands, including Louis XVI, had the misfortune of meeting this, aka the Louisette",the guillotine,NA,J,HISTORICALLY BAD,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_3_2,400,"Something ridiculously small such as an apartment may be compared to this sticky item, which is often .87 x .98 inches",a postage stamp,NA,J,WEE-POURRI,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_4_2,400,"56' wide & 29' high, a digital billboard called the Broadway Spectacular is in the heart of this New York City area",Times Square,NA,J,COMMUNICATION,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_5_2,400,"The tomboy of Alcott's March sisters, she wants to be a writer",Jo,NA,J,2-LETTER LIT,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_6_2,400,"Monarchos in 2001 & this horse in 1973, still the record holder, are the only horses to run the Kentucky Derby in under 2 minutes",Secretariat,NA,J,THE BEST OF TIMES,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_1_3,600,"In 1896, this automaker built his vehicle--the Quadricycle--& drove it around Detroit; it would be followed by others",Ford,http://www.j-archive.com/media/2021-01-14_J_25.jpg,J,AUTOMOBILES,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_2_3,NA,"This began in Latin America in 1928, a little before it hit the United States",the Great Depression,NA,J,HISTORICALLY BAD,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_3_3,600,"The name of this dessert made with sponge cake also means ""of little importance""",trifle,NA,J,WEE-POURRI,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_4_3,600,"Put your fingers in your mouth to push your tongue back if you need to make a loud one of these, like if hailing a cab in 1947",whistle,NA,J,COMMUNICATION,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_5_3,600,L. Frank Baum said he got the name for this after looking at his file cabinet,Oz,NA,J,2-LETTER LIT,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_6_3,600,Hicham El Guerrouj holds the world records in the mile & this metric track distance that's just a bit shorter,"1,500 meters",NA,J,THE BEST OF TIMES,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_1_4,800,The 2016 model of this sporty Chevy has a 7-speed manual transmission to help handle its 650 HP engine,the Corvette,NA,J,AUTOMOBILES,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_2_4,800,"In 1794 a Paris factory for this military stuff exploded, devastating what's now the 15th arrondissement",gunpowder,NA,J,HISTORICALLY BAD,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_3_4,800,"Wilhelm His is credited with the invention of the microtome, which slices thin sections of tissue for use in this instrument",a microscope,NA,J,WEE-POURRI,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_4_4,800,"France's Robert Coulondre, who had this job, presented a futile demarche, a diplomatic note, in Berlin Sept. 1, 1939",ambassador to Germany,NA,J,COMMUNICATION,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_5_4,800,"Surname of physician Julius, antagonist of a 1958 Fleming novel",No,NA,J,2-LETTER LIT,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_6_4,800,"Rohan Dennis holds the time-trial speed record for this European event, averaging better than 34 mph in 2015",the Tour de France,NA,J,THE BEST OF TIMES,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_1_5,1000,"The DeLorean DMC-12 was known for its stylish design, incorporating these iconic doors with an avian name",gull-wing doors,http://www.j-archive.com/media/2021-01-14_J_23.jpg,J,AUTOMOBILES,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_2_5,1000,In 1258 Baghdad made the mistake of resisting these invaders who promptly sacked the city & slaughtered its inhabitants,the Mongols,NA,J,HISTORICALLY BAD,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_3_5,1000,"Now owned by Mattel, they began rolling off the assembly line in the 1950s & were named for their small cardboard containers",Matchbox cars,NA,J,WEE-POURRI,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_4_5,1000,"It is the interpretive body part of an orchestra conductor; an 1889 book says it has 100 ""shades of delicate expression """,his or her left hand,NA,J,COMMUNICATION,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_5_5,1000,"Part of ""Galileo's Dream"" by Kim Stanley Robinson takes place on this moon",Io,NA,J,2-LETTER LIT,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_J_6_5,1000,"In 2016, this American swimmer set an Olympic record in the women's 400-meter freestyle",Katie Ledecky,http://www.j-archive.com/media/2021-01-14_J_19.jpg,J,THE BEST OF TIMES,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_1_1,400,"In a hit song by The Irish Rovers, frolicking unicorns fail to make it aboard this vessel",Noah\'s Ark,NA,DJ,UNICORNS,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_2_1,400,It cost the U.S. about $380 million to build this canal that opened to traffic in 1914,the Panama Canal,NA,DJ,BODIES OF WATER,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_3_1,400,This word has come to mean hindering someone's progress; its synonym patella-ing didn't catch on,kneecapping,NA,DJ,DON'T SKIP LEG DAY!,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
NA,NA,NA,NA,NA,NA,NA,NA,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_5_1,400,"The National Archives has an often-reproduced 1823 version of this document, made when the original was already fading",the Declaration of Independence,NA,DJ,LET'S GO TO THE ARCHIVES,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_6_1,400,It's another word for a pigpen,sty,NA,DJ,Y IS THE ONLY VOWEL,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_1_2,800,"This mammal, the male of which may sport a 10-foot-long tusk, is sometimes called the unicorn of the sea",a narwhal,NA,DJ,UNICORNS,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_2_2,800,This river is navigable from its mouth on the North Sea to a spot near Basel on the Swiss-German border,the Rhine,NA,DJ,BODIES OF WATER,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_3_2,800,"You've got some nerve! This nerve, the body's thickest, which goes from the lumbar part of the spine down the back of the thigh",the sciatic nerve,NA,DJ,DON'T SKIP LEG DAY!,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_4_2,800,In 2013 Rick Springfield returned to this soap opera as Dr. Noah Drake,General Hospital,NA,DJ,RICK'S ROLE,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_5_2,800,The United Nations Archives in this Swiss city is also where you'll find the League of Nations Archives,Geneva,NA,DJ,LET'S GO TO THE ARCHIVES,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_6_2,800,You can actually book a dinner in this part of London's St. Paul's Cathedral where many notables have been laid to rest,the crypt,NA,DJ,Y IS THE ONLY VOWEL,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_1_3,1200,"In ""Toy Story 3"" & ""4"", Jeff Garlin of ""The Goldbergs"" voices this unicorn, also the name of a yellow flower",Buttercup,NA,DJ,UNICORNS,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
clue_DJ_2_3,NA,Blooms of the algae of Trichodesmium erythraeum give this body of water its color & perhaps its name,the Red Sea,NA,DJ,BODIES OF WATER,,2021-01-14,,Liz Fitting,a teacher originally from New York,Brett Moore,a freelance sportswriter from Hollywood,Lucy Ricketts,an illustrator originally from Atlanta
